IDmaster,Species1,Accepted_name_TNRS2022,LA,LDMC,LMA,Lth,Nmass,SM,SSD,H,Biogeo_status,Ende_status,Lineage,Lineage_Source,Accepted_family_TNRS2022,Growth_form
403,Teline pallida,Genista linifolia subsp. pallida,221.3388889,265.8227848,94.87713662,0.228,24.94787,7.178,0.685378,3,CE,Cla,Teline_b,"Percy, Diana M., and Quentin CB Cronk. ""Different fates of island brooms: contrasting evolution in Adenocarpus, Genista, and Teline (Genisteae, Fabaceae) in the Canary Islands and Madeira."" American Journal of Botany 89.5 (2002): 854-864.",Fabaceae,shrub
404,Teline salsoloides,,NA,NA,NA,NA,NA,6.818918919,NA,1,TE,Cla,Teline_a,"Percy, Diana M., and Quentin CB Cronk. ""Different fates of island brooms: contrasting evolution in Adenocarpus, Genista, and Teline (Genisteae, Fabaceae) in the Canary Islands and Madeira."" American Journal of Botany 89.5 (2002): 854-864.",Fabaceae,herb
405,Teline stenopetala,Genista stenopetala,445,341.8922431,81.34831461,0.215,27.32645,12.684,0.580934,6,MAC,Cla,Teline_a,"Percy, Diana M., and Quentin CB Cronk. ""Different fates of island brooms: contrasting evolution in Adenocarpus, Genista, and Teline (Genisteae, Fabaceae) in the Canary Islands and Madeira."" American Journal of Botany 89.5 (2002): 854-864.",Fabaceae,shrub
406,Tetraena fontanesii,Zygophyllum fontanesii,84.26133333,109.0471192,319.6404836,4.16,12.16282667,10.72,0.690101333,0.6,NNE,NNE,,,Zygophyllaceae,herb
407,Teucrium heterophyllum,Teucrium heterophyllum,451.622,316.2740473,131.0092659,0.201333333,16.46336,2.534,0.662032,2,MAC,non_Cla,,,Lamiaceae,shrub
408,Tinguarra cervariaefolia,Athamanta cervariifolia,27393.09667,199.8380104,45.79012547,0.154,29.22749333,NA,0.124815667,1.5,CE,Cla,Todaroa,"Downie, Stephen R., Deborah S. Katz_Downie, and Krzysztof Spalik. ""A phylogeny of Apiaceae tribe Scandiceae: evidence from nuclear ribosomal DNA internal transcribed spacer sequences."" American Journal of Botany 87.1 (2000): 76-95.",Apiaceae,herb
409,Todaroa aurea,Todaroa aurea,1673.981231,220.76018,49.52930882,0.21,22.27116,7.053333333,0.164179,1,CE,Cla,Todaroa,"Downie, Stephen R., Deborah S. Katz_Downie, and Krzysztof Spalik. ""A phylogeny of Apiaceae tribe Scandiceae: evidence from nuclear ribosomal DNA internal transcribed spacer sequences."" American Journal of Botany 87.1 (2000): 76-95.",Apiaceae,herb
410,Todaroa montana,Athamanta montana,17378.8876,179.2888724,62.78371542,0.1586,38.34645667,NA,0.102126667,1.5,CE,Cla,Todaroa,"Downie, Stephen R., Deborah S. Katz_Downie, and Krzysztof Spalik. ""A phylogeny of Apiaceae tribe Scandiceae: evidence from nuclear ribosomal DNA internal transcribed spacer sequences."" American Journal of Botany 87.1 (2000): 76-95.",Apiaceae,herb
411,Tolpis crassiuscula,Tolpis crassiuscula,NA,NA,NA,NA,NA,0.196,NA,0.35,TE,Cla,Tolpis,"Gruenstaeudl, Michael, Arnoldo Santos_Guerra, and Robert K. Jansen. ""Phylogenetic analyses of Tolpis Adans.(Asteraceae) reveal patterns of adaptive radiation, multiple colonization and interspecific hybridization."" Cladistics 29.4 (2013): 416-434.",Asteraceae,herb
412,Tolpis glabrescens,Tolpis glabrescens,NA,NA,NA,NA,NA,NA,NA,0.25,TE,Cla,Tolpis,"Gruenstaeudl, Michael, Arnoldo Santos_Guerra, and Robert K. Jansen. ""Phylogenetic analyses of Tolpis Adans.(Asteraceae) reveal patterns of adaptive radiation, multiple colonization and interspecific hybridization."" Cladistics 29.4 (2013): 416-434.",Asteraceae,shrub
413,Tolpis laciniata,Tolpis laciniata,NA,NA,NA,NA,NA,NA,NA,0.3,CE,Cla,Tolpis,"Gruenstaeudl, Michael, Arnoldo Santos_Guerra, and Robert K. Jansen. ""Phylogenetic analyses of Tolpis Adans.(Asteraceae) reveal patterns of adaptive radiation, multiple colonization and interspecific hybridization."" Cladistics 29.4 (2013): 416-434.",Asteraceae,herb
414,Tolpis lagopoda,Tolpis lagopoda,1503.26,104.1032514,54.21550497,0.165,27.80248,NA,0.307767,0.5,CE,Cla,Tolpis,"Gruenstaeudl, Michael, Arnoldo Santos_Guerra, and Robert K. Jansen. ""Phylogenetic analyses of Tolpis Adans.(Asteraceae) reveal patterns of adaptive radiation, multiple colonization and interspecific hybridization."" Cladistics 29.4 (2013): 416-434.",Asteraceae,herb
415,Tolpis webbii,Tolpis webbii,1016.038667,131.3999221,54.45986964,0.159,24.71816,0.181,NA,0.6,TE,Cla,Tolpis,"Gruenstaeudl, Michael, Arnoldo Santos_Guerra, and Robert K. Jansen. ""Phylogenetic analyses of Tolpis Adans.(Asteraceae) reveal patterns of adaptive radiation, multiple colonization and interspecific hybridization."" Cladistics 29.4 (2013): 416-434.",Asteraceae,herb
416,Traganum moquinii,Traganum moquinii,NA,NA,NA,NA,NA,NA,NA,2,NNE,NNE,,,Amaranthaceae,shrub
417,Tricholaena teneriffae,Tricholaena teneriffae,55.618,348.6103189,120.4645978,0.1362,17.711802,0.218,0.6551165,0.6,NNE,NNE,,,Poaceae,herb
418,Trigonella stellata,Trigonella stellata,NA,NA,NA,NA,NA,0.6,NA,0.4,NNE,NNE,,,Fabaceae,herb
419,Urtica morifolia,Urtica morifolia,7164.167,252.4850895,35.45422657,0.21,27.95527,NA,0.24783,1,MAC,non_Cla,,,Urticaceae,herb
420,Urtica stachyoides,Urtica stachyoides,2500.848667,175.0545881,25.5913126,0.106666667,34.47675,NA,0.116324333,1,CE,non_Cla,,,Urticaceae,herb
421,Viburnum rigidum,Viburnum rugosum,5852.734,421.7955957,127.6326585,0.327,12.66054,52.36285714,0.65714,7,CE,non_Cla,,,Adoxaceae,shrub
422,Vicia cirrhosa,Vicia aphylla,566.879,268.9430251,58.99730513,0.091666667,33.68536667,7.418,0.449274,1.5,CE,Cla,Vicia,"Schaefer, Hanno, et al. ""Systematics, biogeography, and character evolution of the legume tribe Fabeae with special focus on the middle-Atlantic island lineages."" BMC evolutionary biology 12.1 (2012): 1-19.",Fabaceae,herb
423,Vicia scandens,Vicia scandens,1635.018,179.1044776,22.01810622,0.106,27.46719,28.22571429,0.252877,6,TE,Cla,Vicia,"Schaefer, Hanno, et al. ""Systematics, biogeography, and character evolution of the legume tribe Fabeae with special focus on the middle-Atlantic island lineages."" BMC evolutionary biology 12.1 (2012): 1-19.",Fabaceae,herb
424,Vieria laevigata,Zieria laevigata,1392.150667,148.736393,125.9442225,0.661,9.82412,0.148,0.449335333,1,TE,non_Cla,,,Asteraceae,shrub
425,Viola anagae,Viola anagae,NA,NA,NA,NA,NA,NA,0.298823333,0.2,TE,Cla,Viola,"Yockteng, R. H. E. B. J. G., et al. ""Relationships among pansies (Viola section Melanium) investigated using ITS and ISSR markers."" Plant Systematics and Evolution 241.3 (2003): 153-170.",Violaceae,herb
426,Viola cheiranthifolia,Viola cheiranthifolia,157.118,254.9044166,114.5635764,0.326666667,14.7069,NA,0.278798333,0.15,TE,Cla,Viola,"Yockteng, R. H. E. B. J. G., et al. ""Relationships among pansies (Viola section Melanium) investigated using ITS and ISSR markers."" Plant Systematics and Evolution 241.3 (2003): 153-170.",Violaceae,herb
427,Viola kitaibeliana,Viola kitaibeliana,170.8465,NA,NA,0.093666667,28.34342333,0.4814,NA,0.15,NNE,NNE,,,Violaceae,herb
428,Viola odorata,Viola odorata,NA,NA,NA,NA,NA,3.428,NA,0.2,NNE,NNE,,,Violaceae,herb
429,Visnea mocanera,Visnea mocanera,1208.397333,512.9125763,188.4038142,0.321666667,7.123943333,NA,0.758722,10,MAC,non_Cla,,,Pentaphylacaceae,tree
430,Volutaria canariensis,Volutaria canariensis,648.4373333,124.539641,48.57832574,0.324666667,28.88325333,1.108,0.3930915,0.6,CE,non_Cla,,,Asteraceae,herb
431,Wahlenbergia lobelioides,Wahlenbergia lobelioides,138.528,214.7705121,46.52007777,0.099666667,15.78047333,0.017,0.331917333,0.4,NNE,NNE,,,Campanulaceae,herb
432,Withania aristata,Withania aristata,2961.9925,199.5374424,65.15884156,0.254,32.80666,6.34,0.485581,4,NNE,NNE,,,Solanaceae,shrub
434,Neochamaelea pulverulenta,Cneorum pulverulentum,117.7195,278.8883059,218.0324132,0.926333333,16.04930333,NA,0.838494,1.5,CE,non_Cla,,,Rutaceae,shrub
436,Sideritis mascaensis,Sideritis mascaensis,1224.737,354.4124115,35.51782954,NA,NA,NA,0.7272755,1,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
437,Sideritis santosii,Sideritis santosii,495.4015,289.7595795,98.65735166,NA,18.90698333,NA,0.5895525,0.5,TE,Cla,Sideritis,"Barber, Janet C., et al. ""Origin of Macaronesian Sideritis L.(Lamioideae: Lamiaceae) inferred from nuclear and chloroplast sequence datasets."" Molecular Phylogenetics and Evolution 23.3 (2002): 293-306.",Lamiaceae,shrub
438,Micromeria densiflora,Micromeria densiflora,16.88103448,276.327261,47.39046063,NA,13.19512,NA,0.457777333,0.3,TE,Cla,Micromeria,"Meimberg, Harald, et al. ""Molecular evidence for adaptive radiation of Micromeria Benth.(Lamiaceae) on the Canary Islands as inferred from chloroplast and nuclear DNA sequences and ISSR fingerprint data."" Molecular Phylogenetics and Evolution 41.3 (2006): 566-578.",Lamiaceae,shrub
444,Hyparrhenia sinaica,Hyparrhenia hirta,301.5711111,662.2394154,196.7474043,0.181666667,13.47070333,NA,0.753203,1,NNE,NNE,,,Poaceae,herb
